-0.26,0.11,-0.02,-0.06,0.28,9.47,1.27,-0.38,-5.86,-6.32,1.99,0.00,

-0.31,0.00,-0.02,-0.05,0.26,9.53,1.27,-0.38,-5.86,-6.36,1.88,0.00,

-0.24,0.09,-0.05,-0.06,0.29,9.53,1.27,-0.37,-5.86,-6.30,1.97,0.00,

-0.32,0.05,-0.03,-0.07,0.29,9.55,1.27,-0.37,-5.85,-6.37,1.92,0.00,

-0.32,0.03,-0.06,-0.06,0.29,9.52,1.27,-0.37,-5.85,-6.37,1.90,0.00,

-0.29,-0.03,0.02,-0.06,0.28,9.49,1.27,-0.37,-5.85,-6.34,1.84,0.00,

-0.34,0.09,0.00,-0.02,0.29,9.51,1.27,-0.37,-5.85,-6.38,1.97,0.00,

-0.32,0.12,0.02,-0.06,0.27,9.48,1.27,-0.37,-5.84,-6.37,1.99,0.00,

-0.27,0.02,0.06,-0.05,0.25,9.49,1.27,-0.37,-5.84,-6.32,1.88,0.00,

-0.34,0.03,0.02,-0.08,0.28,9.53,1.27,-0.37,-5.84,-6.38,1.89,0.00,

-0.31,-0.12,0.02,-0.04,0.29,9.47,1.27,-0.37,-5.84,-6.35,1.75,0.00,

-0.32,-0.03,0.00,-0.06,0.29,9.50,1.27,-0.37,-5.83,-6.36,1.84,0.00,

-0.31,-0.02,-0.05,-0.06,0.31,9.51,1.27,-0.37,-5.83,-6.34,1.86,0.00,

-0.27,0.00,-0.06,-0.09,0.28,9.55,1.27,-0.37,-5.83,-6.31,1.87,0.00,

-0.29,-0.03,-0.03,-0.07,0.28,9.52,1.27,-0.37,-5.83,-6.32,1.84,0.00,

-0.34,-0.02,0.03,-0.06,0.28,9.50,1.27,-0.37,-5.83,-6.37,1.85,0.00,

-0.23,0.08,-0.03,-0.05,0.29,9.48,1.27,-0.37,-5.82,-6.26,1.94,0.00,

-0.29,-0.06,0.00,-0.07,0.30,9.53,1.27,-0.37,-5.82,-6.32,1.81,0.00,

-0.24,-0.03,-0.11,-0.04,0.29,9.51,1.27,-0.37,-5.82,-6.28,1.84,0.00,

-0.29,-0.03,-0.02,-0.06,0.30,9.51,1.27,-0.37,-5.82,-6.32,1.84,0.00,

-0.27,-0.06,0.02,-0.06,0.27,9.48,1.27,-0.37,-5.82,-6.31,1.82,0.00,

-0.27,-0.05,0.00,-0.06,0.26,9.52,1.27,-0.37,-5.81,-6.31,1.83,0.00,

-0.31,0.06,0.00,-0.05,0.26,9.51,1.27,-0.37,-5.81,-6.35,1.94,0.00,

-0.31,0.03,0.09,-0.08,0.28,9.53,1.27,-0.37,-5.81,-6.35,1.90,0.00,

-0.32,0.02,0.03,-0.06,0.30,9.52,1.27,-0.37,-5.81,-6.36,1.88,0.00,

-0.24,-0.02,0.03,-0.04,0.29,9.48,1.27,-0.37,-5.80,-6.28,1.86,0.00,

-0.29,-0.02,-0.02,-0.06,0.32,9.48,1.27,-0.37,-5.80,-6.32,1.86,0.00,

-0.27,-0.06,-0.02,-0.09,0.27,9.53,1.27,-0.37,-5.80,-6.31,1.81,0.00,

-0.29,-0.05,0.03,-0.09,0.28,9.52,1.27,-0.37,-5.80,-6.33,1.82,0.00,

-0.27,-0.08,-0.05,-0.11,0.27,9.53,1.27,-0.37,-5.80,-6.32,1.79,0.00,

-0.29,0.09,0.02,-0.06,0.27,9.51,1.27,-0.37,-5.79,-6.33,1.95,0.00,

-0.29,-0.02,-0.05,-0.06,0.28,9.51,1.27,-0.37,-5.79,-6.33,1.85,0.00,

-0.29,0.06,0.03,-0.07,0.26,9.48,1.27,-0.37,-5.79,-6.34,1.92,0.00,

-0.32,-0.02,0.00,-0.05,0.30,9.48,1.27,-0.37,-5.79,-6.36,1.85,0.00,

-0.29,0.08,-0.06,-0.07,0.29,9.54,1.27,-0.37,-5.78,-6.33,1.93,0.00,

-0.29,0.08,0.00,-0.05,0.28,9.50,1.27,-0.37,-5.78,-6.33,1.93,0.00,

-0.35,0.00,-0.08,-0.07,0.28,9.53,1.27,-0.37,-5.78,-6.39,1.85,0.00,

-0.34,0.12,0.02,-0.09,0.26,9.49,1.27,-0.37,-5.78,-6.38,1.97,0.00,

-0.27,0.00,0.06,-0.06,0.26,9.53,1.27,-0.37,-5.78,-6.32,1.84,0.00,

-0.27,-0.02,0.05,-0.07,0.27,9.52,1.27,-0.37,-5.77,-6.32,1.83,0.00,

-0.31,0.02,-0.02,-0.06,0.28,9.48,1.27,-0.37,-5.77,-6.35,1.86,0.00,

-0.29,0.00,0.03,-0.04,0.28,9.54,1.27,-0.37,-5.77,-6.34,1.85,0.00,

-0.29,-0.05,-0.06,-0.04,0.27,9.51,1.27,-0.37,-5.77,-6.34,1.81,0.00,

-0.26,0.06,-0.08,-0.08,0.28,9.54,1.27,-0.37,-5.77,-6.31,1.91,0.00,

-0.24,0.11,-0.05,-0.06,0.29,9.53,1.27,-0.37,-5.76,-6.30,1.95,0.00,

-0.21,-0.06,-0.05,-0.05,0.28,9.52,1.27,-0.37,-5.76,-6.27,1.79,0.00,

-0.32,0.00,0.02,-0.05,0.29,9.53,1.27,-0.37,-5.76,-6.37,1.85,0.00,

-0.23,0.05,-0.05,-0.07,0.27,9.53,1.27,-0.37,-5.76,-6.29,1.89,0.00,

-0.26,0.00,0.00,-0.07,0.30,9.49,1.27,-0.37,-5.76,-6.32,1.85,0.00,

-0.27,-0.03,0.03,-0.07,0.28,9.51,1.27,-0.37,-5.75,-6.33,1.81,0.00,

-0.34,-0.08,-0.03,-0.05,0.27,9.52,1.27,-0.37,-5.75,-6.39,1.78,0.00,

-0.32,0.02,-0.08,-0.07,0.27,9.50,1.27,-0.37,-5.75,-6.38,1.86,0.00,

-0.34,0.09,-0.06,-0.08,0.28,9.49,1.27,-0.37,-5.75,-6.39,1.93,0.00,

-0.29,0.03,0.00,-0.06,0.29,9.45,1.27,-0.37,-5.75,-6.34,1.87,0.00,

-0.27,0.15,-0.03,-0.08,0.28,9.49,1.27,-0.37,-5.74,-6.33,1.98,0.00,

-0.37,0.08,-0.06,-0.06,0.28,9.51,1.27,-0.37,-5.74,-6.42,1.90,0.00,

-0.29,0.03,-0.09,-0.06,0.26,9.53,1.27,-0.37,-5.74,-6.34,1.86,0.00,

-0.24,0.00,-0.06,-0.07,0.28,9.48,1.27,-0.37,-5.74,-6.30,1.83,0.00,

-0.24,0.02,0.03,-0.06,0.28,9.52,1.27,-0.37,-5.74,-6.30,1.84,0.00,

-0.34,0.00,0.00,-0.06,0.29,9.52,1.27,-0.37,-5.73,-6.39,1.83,0.00,

-0.26,0.06,-0.03,-0.06,0.28,9.49,1.27,-0.37,-5.73,-6.32,1.89,0.00,

-0.29,-0.03,-0.02,-0.06,0.28,9.51,1.27,-0.37,-5.73,-6.35,1.80,0.00,

-0.27,0.00,-0.03,-0.06,0.24,9.47,1.27,-0.37,-5.73,-6.34,1.83,0.00,

-0.29,-0.03,-0.03,-0.04,0.28,9.50,1.27,-0.37,-5.73,-6.35,1.81,0.00,

-0.26,-0.08,-0.03,-0.09,0.26,9.51,1.27,-0.37,-5.72,-6.33,1.76,0.00,

-0.27,0.12,-0.05,-0.10,0.27,9.53,1.27,-0.37,-5.72,-6.34,1.94,0.00,

-0.29,-0.05,-0.09,-0.07,0.27,9.50,1.27,-0.37,-5.72,-6.36,1.78,0.00,

-0.32,0.06,0.00,-0.06,0.28,9.50,1.27,-0.37,-5.72,-6.39,1.88,0.00,

-0.27,0.08,-0.03,-0.08,0.29,9.53,1.27,-0.37,-5.72,-6.34,1.89,0.00,

-0.29,0.03,-0.03,-0.07,0.27,9.54,1.27,-0.37,-5.72,-6.35,1.85,0.00,

-0.21,0.05,0.00,-0.04,0.27,9.49,1.27,-0.37,-5.71,-6.28,1.86,0.00,

-0.29,0.11,-0.03,-0.04,0.29,9.50,1.27,-0.37,-5.71,-6.36,1.92,0.00,

-0.29,-0.09,0.02,-0.04,0.26,9.50,1.27,-0.37,-5.71,-6.36,1.74,0.00,

-0.27,0.02,-0.03,-0.07,0.27,9.55,1.27,-0.37,-5.71,-6.35,1.84,0.00,

-0.29,-0.02,-0.05,-0.07,0.26,9.52,1.27,-0.37,-5.71,-6.36,1.81,0.00,

-0.31,-0.08,-0.11,-0.06,0.28,9.52,1.27,-0.37,-5.70,-6.38,1.75,0.00,

-0.34,0.09,-0.06,-0.05,0.26,9.53,1.27,-0.37,-5.70,-6.41,1.92,0.00,

-0.27,-0.11,0.02,-0.05,0.29,9.50,1.27,-0.37,-5.70,-6.34,1.73,0.00,

-0.23,-0.03,-0.08,-0.06,0.27,9.49,1.27,-0.37,-5.70,-6.30,1.81,0.00,

-0.29,-0.03,-0.02,-0.06,0.27,9.51,1.27,-0.37,-5.70,-6.36,1.81,0.00,

-0.31,-0.02,0.02,-0.08,0.28,9.49,1.27,-0.37,-5.69,-6.37,1.82,0.00,

-0.21,0.00,-0.02,-0.08,0.26,9.52,1.27,-0.37,-5.69,-6.29,1.83,0.00,

-0.29,0.05,-0.08,-0.07,0.26,9.50,1.27,-0.37,-5.69,-6.37,1.88,0.00,

-0.34,-0.02,0.00,-0.06,0.27,9.51,1.27,-0.37,-5.69,-6.41,1.82,0.00,

-0.31,0.05,-0.06,-0.06,0.27,9.48,1.27,-0.37,-5.69,-6.38,1.88,0.00,

-0.32,-0.05,-0.08,-0.05,0.28,9.53,1.27,-0.37,-5.69,-6.39,1.79,0.00,

-0.29,0.02,-0.02,-0.05,0.29,9.47,1.27,-0.37,-5.68,-6.35,1.85,0.00,

-0.32,-0.06,0.02,-0.06,0.29,9.51,1.27,-0.37,-5.68,-6.38,1.78,0.00,

-0.31,-0.05,-0.05,-0.05,0.28,9.48,1.27,-0.37,-5.68,-6.36,1.80,0.00,

-0.29,-0.03,0.03,-0.06,0.29,9.52,1.27,-0.37,-5.68,-6.34,1.82,0.00,

-0.27,-0.03,0.02,-0.10,0.28,9.56,1.27,-0.37,-5.68,-6.33,1.81,0.00,

-0.18,-0.05,0.02,-0.05,0.29,9.48,1.27,-0.37,-5.67,-6.24,1.80,0.00,

-0.31,0.02,0.00,-0.07,0.29,9.51,1.27,-0.37,-5.67,-6.36,1.86,0.00,

-0.32,0.00,-0.06,-0.08,0.27,9.47,1.27,-0.37,-5.67,-6.37,1.85,0.00,

-0.29,0.05,-0.06,-0.05,0.27,9.54,1.27,-0.37,-5.67,-6.35,1.89,0.00,

-0.27,0.00,-0.03,-0.07,0.28,9.52,1.27,-0.37,-5.67,-6.33,1.85,0.00,

-0.29,0.06,0.03,-0.10,0.28,9.50,1.27,-0.37,-5.66,-6.34,1.90,0.00,

-0.31,-0.03,-0.17,-0.04,0.27,9.49,1.27,-0.37,-5.66,-6.36,1.81,0.00,

-0.20,-0.12,-0.64,-0.02,0.18,9.48,1.27,-0.37,-5.67,-6.27,1.73,0.00,

-0.20,-0.12,-0.96,-0.06,0.14,9.51,1.27,-0.37,-5.67,-6.30,1.74,0.00,

-0.12,-0.06,-0.84,-0.06,0.09,9.56,1.27,-0.37,-5.68,-6.26,1.81,0.00,

-0.15,-0.18,-1.02,-0.05,0.21,9.53,1.27,-0.38,-5.69,-6.30,1.70,0.00,

-0.06,-0.18,-1.40,-0.03,0.33,9.49,1.27,-0.38,-5.70,-6.20,1.71,0.00,

-0.18,-0.08,-1.30,-0.08,0.51,9.51,1.27,-0.38,-5.71,-6.29,1.82,0.00,

-0.26,0.00,-0.17,-0.07,0.64,9.49,1.27,-0.38,-5.71,-6.30,1.89,0.00,

-0.35,0.17,0.84,-0.08,0.69,9.51,1.27,-0.38,-5.70,-6.33,2.05,0.00,

-0.53,0.23,0.92,-0.11,0.57,9.51,1.27,-0.37,-5.69,-6.46,2.09,0.00,

-0.46,0.20,0.64,-0.17,0.31,9.51,1.27,-0.37,-5.68,-6.38,2.03,0.00,

-0.53,0.15,0.96,-0.16,0.01,9.50,1.27,-0.37,-5.67,-6.50,1.96,0.00,

-0.47,0.14,1.07,-0.10,-0.12,9.52,1.27,-0.37,-5.66,-6.50,1.94,0.00,

-0.31,-0.03,0.27,-0.02,-0.18,9.54,1.27,-0.37,-5.65,-6.41,1.78,0.00,

-0.15,-0.03,-0.43,0.00,0.02,9.51,1.27,-0.37,-5.65,-6.30,1.80,0.00,

-0.17,-0.17,-0.12,0.00,0.30,9.52,1.27,-0.37,-5.65,-6.31,1.68,0.00,

-0.27,0.06,0.11,-0.03,0.58,9.55,1.27,-0.37,-5.65,-6.36,1.92,0.00,

-0.23,0.02,-0.02,-0.06,0.69,9.47,1.27,-0.37,-5.65,-6.25,1.87,0.00,

-0.35,0.06,-0.03,-0.07,0.61,9.48,1.27,-0.37,-5.65,-6.32,1.91,0.00,

-0.09,-0.15,0.32,-0.05,0.41,9.55,1.27,-0.37,-5.64,-6.06,1.71,0.00,

-0.38,0.05,0.24,-0.01,0.11,9.50,1.27,-0.37,-5.64,-6.38,1.92,0.00,

-0.03,-0.18,-0.15,0.01,-0.09,9.55,1.27,-0.38,-5.64,-6.11,1.71,0.00,

-0.23,0.02,-0.41,-0.08,-0.17,9.50,1.27,-0.37,-5.64,-6.38,1.90,0.00,

-0.05,-0.23,-0.03,-0.12,0.00,9.53,1.28,-0.38,-5.64,-6.25,1.66,0.00,

-0.23,0.00,0.02,-0.16,0.30,9.49,1.28,-0.38,-5.63,-6.42,1.87,0.00,

-0.21,-0.03,-0.49,-0.14,0.56,9.50,1.28,-0.38,-5.64,-6.36,1.83,0.00,

-0.26,-0.03,-0.55,-0.11,0.65,9.52,1.28,-0.38,-5.64,-6.34,1.83,0.00,

-0.37,-0.02,-0.05,-0.02,0.60,9.49,1.28,-0.38,-5.64,-6.39,1.86,0.00,

-0.44,0.02,0.44,0.01,0.40,9.55,1.27,-0.38,-5.63,-6.45,1.90,0.00,

-0.37,0.18,0.38,-0.00,0.18,9.50,1.27,-0.38,-5.62,-6.39,2.07,0.00,

-0.32,0.02,0.27,-0.07,0.03,9.56,1.27,-0.38,-5.62,-6.39,1.90,0.00,

-0.29,0.12,0.38,-0.14,0.02,9.51,1.27,-0.38,-5.61,-6.40,1.99,0.00,

-0.35,0.08,0.32,-0.10,0.15,9.49,1.27,-0.38,-5.61,-6.48,1.93,0.00,

-0.29,0.00,-0.02,-0.06,0.30,9.52,1.27,-0.38,-5.61,-6.41,1.86,0.00,

-0.27,-0.14,-0.38,-0.08,0.41,9.47,1.27,-0.38,-5.61,-6.37,1.73,0.00,

-0.23,-0.05,-0.15,-0.01,0.45,9.48,1.27,-0.38,-5.61,-6.29,1.83,0.00,

-0.32,0.00,0.03,0.06,0.36,9.51,1.27,-0.38,-5.61,-6.37,1.90,0.00,

-0.32,0.14,-0.02,0.01,0.25,9.53,1.27,-0.38,-5.60,-6.38,2.04,0.00,

-0.29,0.02,-0.03,-0.10,0.19,9.47,1.27,-0.38,-5.60,-6.36,1.91,0.00,

-0.31,0.12,0.12,-0.16,0.19,9.53,1.27,-0.37,-5.60,-6.39,1.99,0.00,

-0.24,0.11,0.20,-0.17,0.26,9.47,1.27,-0.37,-5.59,-6.33,1.95,0.00,

-0.26,0.02,-0.11,-0.13,0.30,9.53,1.27,-0.37,-5.59,-6.35,1.85,0.00,

-0.27,0.05,-0.15,-0.07,0.30,9.50,1.27,-0.37,-5.59,-6.36,1.88,0.00,

-0.23,0.05,-0.06,-0.03,0.27,9.51,1.27,-0.37,-5.59,-6.32,1.89,0.00,

-0.21,-0.09,0.06,0.07,0.30,9.54,1.27,-0.37,-5.59,-6.30,1.78,0.00,

-0.27,-0.03,-0.18,0.13,0.33,9.45,1.27,-0.37,-5.59,-6.35,1.87,0.00,

-0.24,0.09,-0.34,0.04,0.26,9.51,1.28,-0.37,-5.59,-6.33,2.00,0.00,

-0.24,-0.02,-0.05,-0.10,0.24,9.47,1.28,-0.37,-5.59,-6.34,1.89,0.00,

-0.21,-0.06,0.15,-0.25,0.25,9.55,1.28,-0.37,-5.58,-6.32,1.81,0.00,

-0.26,-0.17,0.08,-0.36,0.23,9.47,1.28,-0.38,-5.58,-6.37,1.66,0.00,

-0.18,-0.15,0.08,-0.30,0.23,9.52,1.28,-0.38,-5.58,-6.31,1.65,0.00,

-0.20,-0.23,0.29,-0.13,0.29,9.50,1.28,-0.38,-5.57,-6.32,1.59,0.00,

-0.08,-0.35,0.14,0.07,0.31,9.46,1.28,-0.38,-5.57,-6.21,1.51,0.00,

-0.18,-0.18,0.12,0.14,0.29,9.51,1.28,-0.39,-5.57,-6.32,1.73,0.00,

-0.26,-0.02,0.26,0.12,0.29,9.44,1.28,-0.39,-5.56,-6.39,1.93,0.00,

-0.23,-0.09,0.31,0.06,0.34,9.50,1.28,-0.39,-5.56,-6.35,1.88,0.00,

-0.31,-0.09,0.05,0.00,0.29,9.48,1.28,-0.39,-5.55,-6.43,1.89,0.00,

-0.18,-0.06,-0.09,-0.16,0.30,9.54,1.28,-0.39,-5.55,-6.31,1.91,0.00,

-0.29,0.11,0.14,-0.20,0.27,9.49,1.28,-0.39,-5.55,-6.41,2.04,0.00,

-0.31,-0.06,0.23,-0.15,0.29,9.51,1.28,-0.39,-5.55,-6.43,1.87,0.00,

-0.23,-0.06,0.17,0.01,0.35,9.49,1.28,-0.39,-5.54,-6.34,1.88,0.00,

-0.23,-0.03,0.26,0.05,0.34,9.48,1.28,-0.39,-5.54,-6.34,1.93,0.00,

-0.21,-0.05,0.50,0.01,0.26,9.52,1.28,-0.39,-5.53,-6.33,1.93,0.00,

-0.32,-0.11,0.32,-0.05,0.24,9.49,1.28,-0.39,-5.53,-6.45,1.88,0.00,

-0.21,-0.09,-0.03,-0.05,0.19,9.56,1.28,-0.39,-5.52,-6.36,1.89,0.00,

-0.15,-0.09,-0.23,-0.08,0.17,9.52,1.29,-0.39,-5.52,-6.32,1.89,0.00,

-0.17,0.02,-0.23,-0.12,0.12,9.50,1.29,-0.39,-5.52,-6.37,1.99,0.00,

-0.11,-0.09,-0.23,-0.13,0.14,9.51,1.29,-0.39,-5.52,-6.33,1.87,0.00,

-0.18,-0.17,-0.32,-0.04,0.27,9.52,1.29,-0.39,-5.53,-6.41,1.81,0.00,

-0.14,-0.14,-0.14,-0.04,0.37,9.47,1.29,-0.39,-5.52,-6.35,1.85,0.00,

-0.23,-0.11,-0.08,-0.05,0.40,9.53,1.29,-0.39,-5.52,-6.42,1.89,0.00,

-0.15,-0.23,0.21,-0.14,0.40,9.46,1.29,-0.40,-5.52,-6.33,1.76,0.00,

0.12,-0.34,0.50,-0.15,0.40,9.54,1.29,-0.40,-5.51,-6.06,1.66,0.00,

0.05,-0.38,0.38,-0.06,0.33,9.48,1.30,-0.40,-5.51,-6.15,1.64,0.00,

0.09,-0.50,0.15,0.10,0.28,9.47,1.30,-0.41,-5.50,-6.12,1.57,0.00,

0.00,-0.31,0.43,0.10,0.26,9.48,1.30,-0.41,-5.50,-6.24,1.81,0.00,

0.38,-0.67,0.87,0.10,0.37,9.51,1.31,-0.42,-5.49,-5.88,1.51,0.00,

0.05,-0.37,0.78,-0.13,0.31,9.44,1.31,-0.42,-5.48,-6.23,1.81,0.00,

0.12,-0.14,0.64,-0.27,0.27,9.57,1.32,-0.42,-5.47,-6.18,2.01,0.00,

-0.08,-0.21,0.47,-0.26,0.29,9.49,1.32,-0.42,-5.46,-6.39,1.91,0.00,

0.05,-0.53,0.41,-0.08,0.30,9.57,1.32,-0.43,-5.45,-6.29,1.62,0.00,

0.05,-0.35,0.90,-0.07,0.32,9.50,1.33,-0.43,-5.44,-6.30,1.82,0.00,

0.26,-0.64,1.22,0.04,0.35,9.61,1.33,-0.44,-5.43,-6.11,1.58,0.00,

0.76,-1.10,0.53,0.10,0.24,9.55,1.34,-0.45,-5.42,-5.67,1.21,0.00,

1.92,-1.76,-0.23,0.02,0.11,9.59,1.37,-0.46,-5.42,-4.67,0.66,0.00,

1.68,-1.92,-0.43,0.07,0.18,9.59,1.38,-0.48,-5.42,-5.04,0.62,0.00,

2.66,-2.63,-0.26,0.05,0.13,9.58,1.41,-0.51,-5.42,-4.25,0.08,0.00,

3.71,-3.63,-0.49,0.27,0.32,9.79,1.45,-0.54,-5.43,-3.41,-0.69,0.00,

4.87,-4.47,-0.26,0.20,0.39,9.52,1.50,-0.58,-5.43,-2.51,-1.25,0.00,

4.37,-4.75,1.95,-0.11,0.57,9.47,1.55,-0.63,-5.41,-3.22,-1.29,0.00,

5.10,-3.92,2.40,-0.39,0.43,10.13,1.60,-0.66,-5.38,-2.77,-0.31,0.00,

3.56,-6.17,1.04,-0.58,0.60,9.97,1.64,-0.72,-5.37,-4.47,-2.31,0.00,

6.79,-9.37,0.24,-0.53,0.72,9.96,1.70,-0.81,-5.36,-1.57,-5.07,0.00,

7.04,-12.15,-1.40,-0.51,0.49,9.92,1.78,-0.93,-5.38,-1.71,-7.24,0.00,

7.60,-16.63,-3.42,-0.73,0.25,9.95,1.85,-1.10,-5.41,-1.60,-10.88,0.00,

6.84,-18.43,-6.52,-0.38,0.39,9.93,1.92,-1.28,-5.47,-2.74,-11.69,0.00,

8.81,-22.27,-9.79,0.10,0.69,10.04,2.01,-1.49,-5.57,-1.22,-14.26,0.00,

11.30,-23.77,-9.85,0.34,0.56,10.17,2.12,-1.72,-5.66,0.66,-14.36,0.00,

12.56,-24.15,-10.15,0.41,0.52,9.58,2.25,-1.96,-5.76,1.24,-13.34,0.00,

12.08,-19.76,-10.03,0.68,0.50,9.96,2.37,-2.14,-5.86,0.09,-7.76,0.00,

12.03,-13.85,-8.89,0.92,0.44,10.04,2.48,-2.26,-5.95,-0.62,-0.99,0.00,

11.25,-6.61,-6.55,1.00,0.41,10.25,2.59,-2.31,-6.01,-2.02,6.69,0.00,

10.78,2.56,-4.47,0.97,0.45,10.22,2.70,-2.27,-6.05,-3.08,15.76,0.00,

8.90,10.11,-2.73,0.82,0.53,9.97,2.78,-2.15,-6.08,-5.42,22.74,0.00,

7.79,15.37,-2.17,0.54,0.55,9.89,2.86,-1.98,-6.10,-6.93,27.10,0.00,

5.95,18.58,-3.01,0.34,0.49,9.76,2.91,-1.77,-6.13,-9.06,29.18,0.00,

3.95,20.53,-3.77,0.16,0.63,9.59,2.95,-1.55,-6.16,-11.21,29.88,0.00,

1.83,21.51,-4.23,0.06,0.71,9.41,2.96,-1.32,-6.20,-13.36,29.54,0.00,

